#From;To;Type;Through;Data;Comment
#
# American Straits
#
13;14;sea;3011;0;Vancouver Crossing
14;78;sea;3011;0;Vancouver Crossing
62;75;sea;2946;0;Straits of Belle Isle
68;70;sea;2944;0;Cabot Strait
2237;2269;sea;2975;0;Strait of Trinidad
2334;2335;sea;2992;0;Strait of Magellan
2204;2206;sea;3001;0;Panama strait
2212;2215;sea;2969;0;#Santiago de Cuba to Cap Haitien
2214;2222;sea;2974;0;#Santo Domingo to Puerto Rico
2233;2409;sea;2975;0;#Grenada to Saint Vincent
2233;2231;sea;2975;0;#Saint Vincent to Saint Lucia
2229;2231;sea;2975;0;#Barbados to Saint Lucia
2231;2228;sea;2976;0;#Saint Lucia to Martinique
2228;2232;sea;2976;0;#Martinique to Dominica
2232;2230;sea;2976;0;#Dominica to Guadeloupe
2230;2225;sea;2976;0;#Guadeloupe To Monsterrat
2230;2228;sea;2976;0;#Guadeloupe To Martinique
2225;2224;sea;2976;0;#Monsterrat to Antigua
2225;2227;sea;2976;0;#Monsterrat to Saint Kitts
2225;2232;sea;2976;0;#Monsterrat to Dominica
2226;2227;sea;2976;0;#Tortola to Saint Kitts
2227;2236;sea;2976;0;#Saint Kitts to Saint Martin
2226;2236;sea;2976;0;#Tortola to Saint Martin
2226;2223;sea;2976;0;#Tortola to Saint Thomas
2223;2236;sea;2976;0;#Saint Thomas to Saint Martin
2222;2226;sea;2976;0;#Puerto Rico to Tortola
2222;2223;sea;2976;0;#Puerto Rico to Saint Thomas
2237;2238;sea;2975;0;#Trinidad to Tobago
2238;2233;sea;2975;0;#Tobago to Grenada
2237;2276;sea;2975;0;#Trinidad to Curiapo

#
# African Straits
#
2036;2048;sea;2901;0;Zanzibar Strait
2123;2124;sea;2902;0;Comoros-Mayotte
1772;1756;sea;2781;0;Suez strait
2136;1696;sea;2924;0;Canary Islands to Tarfaya
2063;2123;sea;2902;0;#Ibo to Comoros
2124;2121;sea;2902;0;#Mayotte to Mahajanga
2126;2119;sea;2907;0;#Bourbon to Toamasina
2125;2126;sea;2908;0;#Toamasina to Mauritus
1177;1175;sea;2784;0;#Socotra to Ghayda
1954;1955;sea;2918;0;#Sao Tome to Fernando Po
1955;1957;sea;2918;0;#Fernando Po to Buea

#
# European Straits  
#
254;271;sea;2737;0;Irish Strait
324;348;sea;2706;0;Aland Strait #Uppsala to Aland #these were in V1
334;372;sea;2711;0;Öresund
335;374;sea;2710;0;Bornholmsfärjan
348;345;sea;2706;0;Aland Strait #Aland to Turku 
353;349;sea;2709;0;Öselsund
353;358;sea;2709;0;Strait of Riga
372;373;sea;2711;0;Fyn-Sjaelland
371;373;sea;2711;0;Fyn-Jylland
375;385;sea;2722;0;Bay of Holland
418;419;sea;2725;0;Channel Islands Strait
473;766;sea;2751;0;Sassari Strait
826;853;sea;2764;0;Corfu Strait
838;845;sea;2772;0;Cyclades Strait
843;869;sea;2772;0;Izmir Strait
859;865;sea;2773;0;Dardanelles Strait
#860;861;sea;2773;0;Golden Horn
759;763;sea;2760;0;Strait of Messina
759;763;sea;2757;0;Strait of Messina
837;827;sea;2765;0;Ionian Islands Strait
966;1049;sea;2776;0;Strait of Azov
1686;512;sea;2746;0;Strait of Gibraltar
1687;517;sea;2746;0;Strait of Gibraltar
301;400;sea;2724;0;Calais-Canterbury
301;388;sea;2724;0;Bruges-Canterbury
502;498;sea;2752;0;Balearic Islands to Barcelona

#
# Asian Straits
#
1083;1086;sea;2832;0;Tatar Straits
1084;1086;sea;2832;0;Tatar Straits
#1087;1643;sea;2831;0;La Perouse Strait#removed
#1087;1643;sea;2839;0;La Perouse Strait#removed
1162;1165;sea;2788;0;Bahrain Strait
1168;1145;sea;2787;0;Straits of Hormuz
1309;1322;sea;2794;0;Palk Strait #Ceylon-S India
1310;1322;sea;2794;0;Palk Strait #Ceylon-S India
